NOMBRE_DEL_PROGRAMA,CINE_F_2013_AC_CAMPO_DETALLADO,NÚMERO_PERIODOS_DE_DURACIÓN,PERIODICIDAD,COSTO_MATRÍCULA_ESTUD_NUEVOS,MEDIANA_SALARIO,costo_total_con_inflacion
MARKETING Y NEGOCIOS INTERNACIONALES,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,4277809,3579710,59726572.23840156
MERCADEO Y PUBLICIDAD,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,6036295,3579710,71346855.26453362
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,9,Semestral,4266848,3362637,59573535.2612235
PSICOLOGIA,PSICOLOGIA,10,Semestral,4679435,2333333,76223065.278543
PSICOLOGIA,PSICOLOGIA,10,Cuatrimestral,4609557,2333333,143744069.12854397
SEGURIDAD Y SALUD EN EL TRABAJO,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL NO CLASIFICADAS EN OTRA PARTE,8,Semestral,6036295,3333333,71346855.26453362
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3375400,3362637,39896024.839724824
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3430000,3362637,40541377.37757189
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,3430000,3362637,40541377.37757189
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,8,Semestral,1812900,3362637,21427831.79236154
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3375400,2958333,47127179.34192495
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3430000,2958333,47889502.027256794
DERECHO,DERECHO,10,Semestral,3842000,2761905,62582131.560789324
DERECHO,DERECHO,10,Semestral,4025300,2761905,65567895.411672376
DERECHO,DERECHO,10,Semestral,4960100,2761905,80794802.3827879
DISENO DE MODAS,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,3430000,3645238,40541377.37757189
ECONOMIA,ECONOMIA,8,Semestral,3430000,3262821,40541377.37757189
INGENIERIA DE SISTEMAS,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,8,Semestral,3699000,4758929,43720861.492605954
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,8,Semestral,3375400,4157197,39896024.839724824
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,9,Semestral,3698500,3726190,51638286.66116888
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,4040600,3809524,56414671.10534514
PUBLICIDAD,BELLAS ARTES,8,Semestral,3430000,3068750,40541377.37757189
ADMINISTRACION  FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,4285500,3141667,59833953.62618338
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,10,Semestral,5050500,3362637,82267323.1253947
ADMINISTRACION FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",10,Semestral,4168900,3141667,67906988.09572478
ADMINISTRACION FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,5050500,3141667,70514848.39319547
ANTROPOLOGIA,"SOCIOLOGIA, ANTROPOLOGIA Y ESTUDIOS CULTURALES",8,Semestral,6677200,3611111,78922123.91414665
BACTERIOLOGIA Y LABORATORIO CLINICO,TECNOLOGIA DE DIAGNOSTICO Y TRATAMIENTO MEDICO,10,Semestral,6389600,3583333,104079851.07257144
BACTERIOLOGIA Y LABORATORIO CLINICO,TECNOLOGIA DE DIAGNOSTICO Y TRATAMIENTO MEDICO,10,Semestral,7328800,3583333,119378429.40726517
BACTERIOLOGIA Y LABORATORIO CLINICO,TECNOLOGIA DE DIAGNOSTICO Y TRATAMIENTO MEDICO,10,Semestral,6159000,3583333,100323620.06322265
COMERCIO EXTERIOR,GESTION Y ADMINISTRACION,8,Semestral,4462900,3362637,52749887.20068967
COMUNICACION SOCIAL Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,5802800,3307292,68587027.5937534
COMUNICACION SOCIAL Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,6235700,3307292,73703751.28668368
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,3576100,2958333,42268227.30027255
DERECHO,DERECHO,10,Semestral,4326800,2761905,70479012.71140637
DERECHO,DERECHO,10,Semestral,4326800,2761905,70479012.71140637
DERECHO,DERECHO,10,Semestral,5366200,2761905,87409743.4621311
DISENO GRAFICO,BELLAS ARTES,8,Semestral,4576200,3068750,54089052.81494008
DISENO GRAFICO,MUSICA Y ARTES ESCENICAS,8,Semestral,4576200,3131173,54089052.81494008
ENFERMERIA,MEDICINA,10,Semestral,7126100,3500000,116076659.9987873
ENFERMERIA,MEDICINA,10,Semestral,5171600,3500000,84239914.51842219
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,6587900,3333333,107309949.1174711
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,5358400,3333333,87282689.68124245
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,5276500,3333333,85948624.98191173
FONOAUDIOLOGIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",9,Semestral,5035300,3333333,70302626.6932496
GEOLOGIA,CIENCIAS DE LA TIERRA,10,Semestral,9499900,2916667,154743360.6492302
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5276200,3809524,85943738.29803139
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,6269600,3809524,102125177.5204385
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,6571100,4076923,107036294.82017249
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4499000,4157197,73283969.25871712
INGENIERIA DE SOFTWARE,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,10,Semestral,5244500,4758929,85427378.70134294
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5974500,3809524,97318309.47681828
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5129400,3809524,83552520.98592211
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,4582500,3809524,74644096.27207628
INGENIERIA PETROQUIMICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,8893200,3809524,144860856.94857147
INSTRUMENTACION QUIRURGICA,SALUD NO CLASIFICADA EN OTRA PARTE,8,Semestral,6821500,3366667,80627698.47845675
INSTRUMENTACION QUIRURGICA,SALUD NO CLASIFICADA EN OTRA PARTE,8,Semestral,4721900,3366667,55811174.880220614
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,8,Semestral,5294000,3021412,62573192.9553544
MEDICINA,MEDICINA,12,Semestral,20994700,3500000,452441577.69524175
MEDICINA,MEDICINA,12,Semestral,20994700,3500000,452441577.69524175
MEDICINA,MEDICINA,12,Semestral,20994700,3500000,452441577.69524175
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,5453500,3555556,88831768.4713078
MEDICINA VETERINARIA Y ZOOTECNIA,VETERINARIA,10,Semestral,5877700,3555556,95741539.4780977
MERCADEO Y PUBLICIDAD,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,10,Semestral,4114100,3050926,67014353.840250745
MERCADEO Y PUBLICIDAD,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,9,Semestral,5620100,3050926,78467577.35958773
MICROBIOLOGIA INDUSTRIAL,BIOLOGIA,10,Semestral,6743700,3444444,109847766.94599035
PSICOLOGIA,PSICOLOGIA,10,Semestral,6301900,2333333,102651310.48488761
PSICOLOGIA,PSICOLOGIA,10,Semestral,4973300,2333333,81009816.47352253
PSICOLOGIA,PSICOLOGIA,10,Semestral,5094900,2333333,82990552.33968389
TERAPIA OCUPACIONAL,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,4179400,3333333,68078022.03153642
TERAPIA OCUPACIONAL,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,4514400,3333333,73534819.03124084
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3516800,3362637,49101399.629579216
ADMINISTRACION DE EMPRESAS AGROPECUARIAS,GESTION Y ADMINISTRACION,9,Semestral,3516800,3362637,49101399.629579216
ADMINISTRACION DE EMPRESAS Y FINANZAS,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",10,Semestral,4252410,3141667,69267277.99854662
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,EDUCACION COMERCIAL Y ADMINISTRACION NO CLASIFICADOS EN OTRA PARTE,9,Semestral,4064224,3555556,56744508.305313624
ADMINISTRACION FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,3760005,3141667,52497016.638482705
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,4248368,2958333,69201438.07773228
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3516800,2958333,49101399.629579216
DERECHO,DERECHO,10,Semestral,4260000,2761905,69390911.10071903
DERECHO,DERECHO,10,Semestral,4260000,2761905,69390911.10071903
DERECHO,DERECHO,10,Semestral,3295616,2761905,53682111.943217665
DERECHO,DERECHO,10,Semestral,4252668,2761905,69271480.54668371
DERECHO,DERECHO,10,Semestral,4260000,2761905,69390911.10071903
ENFERMERIA,MEDICINA,10,Semestral,9550005,3500000,155559518.30197704
INGENIERIA AMBIENTAL,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,2640000,3684524,43002818.146924466
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,4252672,4076923,69271545.70246878
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4252680,4157197,69271676.01403892
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,2639998,4157197,36859530.48774166
INGENIERIA EN SEGURIDAD Y SALUD EN EL TRABAJO,SALUD Y PROTECCION LABORAL,10,Semestral,4252416,3333333,69267375.73222423
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,2640000,3809524,43002818.146924466
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,2645104,3809524,43085956.92867519
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,10,Semestral,4252665,3726190,69271431.6798449
MARKETING,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,3068057,3579710,42836070.53097358
MEDICINA,MEDICINA,12,Semestral,20660011,3500000,445228937.4004415
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,9090002,3555556,148066554.151962
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,5366152,3555556,87408961.59271024
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,5366152,3555556,87408961.59271024
MERCADEO Y ESTRATEGIA COMERCIAL,GESTION Y ADMINISTRACION,9,Semestral,3516800,3362637,49101399.629579216
NUTRICION Y DIETETICA,SALUD NO CLASIFICADA EN OTRA PARTE,10,Semestral,8570000,3366667,139596269.51482677
PROFESIONAL EN DISENO GRAFICO,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,3516800,3645238,41567322.437739015
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3838000,3362637,53585979.236329906
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,2124000,3362637,29655190.176645316
ARQUITECTURA,MUSICA Y ARTES ESCENICAS,10,Semestral,5231000,3131173,85207477.926728
CINE Y TELEVISION,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,8,Semestral,4969000,3050926,58731808.80150283
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,4536000,3307292,63331423.08910695
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3838000,2958333,53585979.236329906
HOTELERIA Y TURISMO,GESTION Y ADMINISTRACION,9,Semestral,4050000,3362637,56545913.472416915
INGENIERIA EN TELECOMUNICACIONES,TECNOLOGIAS DE LA INFORMACION  Y LA COMUNICACION (TIC) NO CLASIFICADA EN OTRA PARTE,10,Semestral,5195000,4640625,84621075.86108811
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5218000,3809524,84995721.62524693
INGENIERIA MECATRONICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,5478000,3809524,89230847.65486827
LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,10,Semestral,3841000,3021412,62565842.61452155
LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES,CIENCIAS DE LA EDUCACION,9,Semestral,3477000,3021412,48545713.862615705
MERCADEO,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,3897000,3579710,46061150.91556783
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,10,Semestral,4051000,3362637,65986521.330754176
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,9,Semestral,2424000,3362637,33843776.35978731
TEOLOGIA,RELIGION Y TEOLOGIA,8,Semestral,3427000,3333333,40505918.44692095
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3053805,3362637,42637084.76336645
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3053805,2958333,42637084.76336645
FINANZAS Y COMERCIO INTERNACIONAL,ECONOMIA,9,Semestral,3459849,3262821,48306252.39052548
INGENIERIA DE SISTEMAS DE INFORMACION,ELECTRONICA Y AUTOMATIZACION,9,Semestral,3649462,4157197,50953620.36367249
ADMINISTRACION DE MERCADEO,GESTION Y ADMINISTRACION,8,Semestral,2124500,3362637,25110832.722638916
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,4029500,2958333,47627253.68598424
DERECHO,DERECHO,10,Semestral,4029500,2761905,65636308.98599703
FINANZAS Y COMERCIO INTERNACIONAL,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",8,Semestral,2124500,3141667,25110832.722638916
FINANZAS Y COMERCIO INTERNACIONAL,ECONOMIA,8,Semestral,4029500,3262821,47627253.68598424
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,4029500,4157197,65636308.98599703
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,4029500,3809524,56259693.41656888
MATEMATICAS,MATEMATICAS,9,Semestral,4029500,3125000,56259693.41656888
TRABAJO SOCIAL,TRABAJO SOCIAL,8,Semestral,4029500,3222222,47627253.68598424
COMUNICACION EN NARRATIVAS TRANSMEDIA,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,11030400,3307292,130375396.21736704
COMUNICACION ORGANIZACIONAL,"PERIODISMO, COMUNICACION Y REPORTAJES",10,Semestral,9845100,3307292,160366304.90086594
COMUNICACION PUBLICITARIA,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,11594700,3307292,137045221.07280838
DISENO ESTRATEGICO,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,11030400,3645238,130375396.21736704
DISE?O DE ESPACIOS - ESCENARIO,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,11594700,3645238,137045221.07280838
DISE?O DE MODAS,"DISENO INDUSTRIAL, DE MODA E INTERIORES",8,Semestral,12076200,3645238,142736379.44228387
DISE?O GRAFICO,BELLAS ARTES,8,Semestral,11594700,3068750,137045221.07280838
GASTRONOMIA Y COCINA PROFESIONAL,ARTESANIAS,8,Semestral,15811200,3041667,186882748.10270107
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,7,Semestral,5913800,3362637,58249173.35653174
DERECHO,DERECHO,8,Semestral,6125700,2761905,72403590.4961493
ENFERMERIA,ENFERMERIA Y PARTERIA,9,Semestral,5764700,2666667,80486475.89986217
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,9,Semestral,6137100,4076923,85685907.54853576
INGENIERIA DE SOFTWARE,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,8,Semestral,6932000,4758929,81933769.09076628
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,8,Semestral,6932000,3809524,81933769.09076628
MARKETING DIGITAL Y COMUNICACION ESTRATEGICA,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,5913800,3579710,82568203.23288374
MEDICINA,MEDICINA,12,Semestral,13739700,3500000,296094325.9517551
MEDICINA VETERINARIA Y ZOOTECNIA,"PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIAS RELATIVOS A AGROPECUARIO, SILVICULTURA, PESCA Y VETERINARIA",10,Semestral,6651600,4366667,108347554.99472833
PSICOLOGIA,PSICOLOGIA,8,Semestral,6125700,2333333,72403590.4961493
ADMINISTRACION EN SEGURIDAD Y SALUD EN EL TRABAJO,GESTION Y ADMINISTRACION,10,Semestral,4742600,3362637,77251956.56954697
INGENIERIA DE SOFTWARE,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,10,Semestral,5648900,4758929,92014628.57203092
INGENIERIA INDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,10,Semestral,5648900,3726190,92014628.57203092
"LICENCIATURA EN EDUCACION FISICA, RECREACION Y DEPORTES",CIENCIAS DE LA EDUCACION,9,Semestral,4045300,3021412,56480292.288881026
"LICENCIATURA EN EDUCACION FISICA, RECREACION Y DEPORTES",CIENCIAS DE LA EDUCACION,9,Semestral,3500700,3021412,48876612.17108393
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,10,Semestral,3803100,3021412,61948491.550972894
LICENCIATURA EN HUMANIDADES Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,9,Semestral,4045300,3021412,56480292.288881026
LICENCIATURA EN HUMANIDADES Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,9,Semestral,3111700,3021412,43445412.08694314
PSICOLOGIA,PSICOLOGIA,9,Semestral,3144900,2333333,43908948.957877524
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3859200,3362637,53881972.65993861
ADMINISTRACION DE NEGOCIOS INTERNACIONALES,EDUCACION COMERCIAL Y ADMINISTRACION NO CLASIFICADOS EN OTRA PARTE,9,Semestral,3754800,3555556,52424344.668205194
ADMINISTRACION MARITIMA Y PORTUARIA,EDUCACION COMERCIAL Y ADMINISTRACION NO CLASIFICADOS EN OTRA PARTE,9,Semestral,3859200,3555556,53881972.65993861
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3859200,2958333,53881972.65993861
DERECHO,DERECHO,10,Semestral,4957200,2761905,80747564.43861136
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Periodos,5875200,3809524,95700817.11242828
INGENIERIA BIOMEDICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Periodos,5876800,3809524,95726879.4264567
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Periodos,5876800,3809524,95726879.4264567
INGENIERIA INFORMATICA,USO DE COMPUTADORES,10,Periodos,5877000,3937500,95730137.21571027
LICENCIATURA EN BILINGUISMO: ESPANOL E INGLES,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,9,Semestral,3859200,3381944,53881972.65993861
MUSICA,MUSICA Y ARTES ESCENICAS,10,Semestral,4462500,3131173,72689422.71994334
PSICOLOGIA,PSICOLOGIA,10,Semestral,3129700,2333333,50979515.134253606
TEOLOGIA,FILOSOFIA Y ETICA,9,Semestral,2919600,3023810,40763320.73433788
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3170963,3362637,44272839.36351495
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,2800971,3362637,39107028.09993804
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3947013,3362637,55108013.7216061
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,2914665,3362637,40694418.4916252
ADMINISTRACION DE EMPRESAS TURISTICAS Y HOTELERAS,GESTION Y ADMINISTRACION,9,Semestral,3157612,3362637,44086433.31641119
COMUNICACION SOCIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",9,Semestral,4147727,3307292,57910373.34548331
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3537215,2958333,49386432.919342026
CRIMINALISTICA,DERECHO,8,Semestral,3261049,2761905,38544436.78010304
DERECHO,DERECHO,10,Semestral,5305823,2761905,86426265.75332168
DERECHO,DERECHO,10,Semestral,4617480,2761905,75213883.61252303
DISENO GRAFICO,BELLAS ARTES,9,Semestral,3834791,3068750,53541175.32612423
DISENO GRAFICO,BELLAS ARTES,9,Semestral,3615536,3068750,50479947.1141749
DISENO INDUSTRIAL,"DISENO INDUSTRIAL, DE MODA E INTERIORES",9,Semestral,4190505,3645238,58507637.81129147
DISE?O GRAFICO,BELLAS ARTES,9,Semestral,3959344,3068750,55280178.57568718
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,6630985,4076923,108011758.36741817
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,3313658,4157197,53975997.11178085
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,2918201,4157197,47534419.28756558
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,2782764,4157197,45328293.27189702
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,2782764,4157197,45328293.27189702
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,3313658,4157197,53975997.11178085
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,2910451,3809524,47408179.953990325
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3916044,3809524,63788230.29824041
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3183493,3809524,51855746.420835994
NEGOCIOS INTERNACIONALES,GESTION Y ADMINISTRACION,9,Semestral,3883158,3362637,54216473.15252433
PSICOLOGIA,PSICOLOGIA,9,Semestral,5074912,2333333,70855687.61287168
PSICOLOGIA,PSICOLOGIA,9,Semestral,3789135,2333333,52903728.35686579
PSICOLOGIA,PSICOLOGIA,9,Semestral,4598381,2333333,64202383.73807555
PSICOLOGIA,PSICOLOGIA,9,Semestral,4190505,2333333,58507637.81129147
PUBLICIDAD Y MARKETING DIGITAL,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,5189537,3579710,72456076.58368051
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3959000,3362637,55275375.66353051
ADMINISTRACION DE EMPRESAS TURISTICAS Y HOTELERAS,GESTION Y ADMINISTRACION,9,Semestral,4235000,3362637,59128874.952021144
ADMINISTRACION DE NEGOCIOS,GESTION Y ADMINISTRACION,9,Semestral,3240000,3362637,45236730.77793353
CINE Y TELEVISION,BELLAS ARTES,9,Semestral,6099000,3068750,85153957.10327673
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,8,Semestral,2500000,2958333,29549108.87578126
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3511000,2958333,49020420.296705134
DERECHO,DERECHO,9,Semestral,4123000,2761905,57565136.1103148
DISENO GRAFICO,BELLAS ARTES,9,Semestral,4961000,3068750,69265253.51522477
FINANZAS Y NEGOCIOS INTERNACIONALES,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,4359000,3141667,60860157.24105317
FOTOGRAFIA Y COMUNICACION VISUAL,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,9,Semestral,4610000,3050926,64364607.68094864
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,9,Semestral,4082000,4157197,56992695.99861873
INGENIERIA DE TELECOMUNICACIONES,ELECTRONICA Y AUTOMATIZACION,9,Semestral,4267000,4157197,59575657.47822296
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,4395000,3809524,61362787.58303021
MERCADEO,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,3850000,3579710,53753522.68365559
MERCADEO Y PUBLICIDAD,MERCADOTECNIA Y PUBLICIDAD,8,Semestral,2501000,3579710,29560928.519331574
PSICOLOGIA,PSICOLOGIA,9,Semestral,2997000,2333333,41843975.96958852
PUBLICIDAD,BELLAS ARTES,9,Semestral,4685000,3068750,65411754.22673414
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,3203565,3362637,52182698.15032276
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,3241254,2958333,52796612.24620891
DERECHO,DERECHO,10,Semestral,3803485,2761905,61954762.79528599
ENTRENAMIENTO DEPORTIVO,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A SERVICIOS,10,Semestral,3184498,3111111,51872116.8118351
FINANZAS Y NEGOCIOS INTERNACIONALES,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",9,Semestral,3392010,3141667,47359087.39693158
GOBIERNO Y RELACIONES INTERNACIONALES,CIENCIAS POLITICAS Y EDUCACION CIVICA,4,Anual,4135259,3535088,9118246.095
INGENIERIA AMBIENTAL Y DE SANEAMIENTO,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,4811943,3684524,78381480.97059324
INGENIERIA AMBIENTAL Y SANITARIA,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,3187547,3684524,51921781.80900555
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,5034308,4076923,82003572.5074269
