NOMBRE_DEL_PROGRAMA,CINE_F_2013_AC_CAMPO_DETALLADO,NÚMERO_PERIODOS_DE_DURACIÓN,PERIODICIDAD,COSTO_MATRÍCULA_ESTUD_NUEVOS,MEDIANA_SALARIO,costo_total_con_inflacion
COMUNICACION SOCIAL Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,2600439,3307292,30736262.054331098
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,1861234,2958333,25986463.38664702
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3552284,2958333,49596825.60332125
DERECHO,DERECHO,10,Semestral,2944216,2761905,47958176.22472173
DERECHO,DERECHO,10,Semestral,3911265,2761905,63710385.42402672
DERECHO,DERECHO,10,Semestral,2410070,2761905,39257500.731575094
ECONOMIA,ECONOMIA,10,Semestral,3340158,3262821,54407654.18787687
ENFERMERIA,MEDICINA,9,Semestral,3911265,3500000,54608901.7920229
FISICA,FISICA,10,Semestral,3333450,3166667,54298387.93631264
INGENIERIA AGRICOLA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,2765788,3391667,45051772.12005528
INGENIERIA AGRICOLA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,1934262,3391667,31507089.785797887
INGENIERIA AGRICOLA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,2099497,3391667,34198593.822353594
INGENIERIA AGRICOLA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,2099497,3391667,34198593.822353594
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3336895,3809524,54354503.35620512
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,3861004,4076923,62891686.6956621
INGENIERIA DE PETROLEOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,3117155,3809524,50775170.30332437
INGENIERIA DE SOFTWARE,DESARROLLO Y ANALISIS DE SOFTWARE Y APLICACIONES,10,Semestral,3911265,4758929,63710385.42402672
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,3722225,4157197,60631123.021566644
LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,CIENCIAS DE LA EDUCACION,9,Semestral,3218377,3021412,44934831.447806604
LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,9,Semestral,3272708,3021412,45693398.36752756
"LICENCIATURA EN EDUCACION  FISICA, RECREACION Y DEPORTES",CIENCIAS DE LA EDUCACION,9,Semestral,3074272,3021412,42922844.074734345
LICENCIATURA EN EDUCACION ARTISTICA,CIENCIAS DE LA EDUCACION,9,Semestral,2232667,3021412,31172393.825856954
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,8,Semestral,3340158,3021412,39479476.96172471
LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES,CIENCIAS DE LA EDUCACION,9,Semestral,4577556,3021412,63911626.04719578
LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,9,Semestral,2901766,3021412,40514323.24770404
LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,9,Semestral,3066755,3021412,42817892.06693875
MATEMATICA APLICADA,MATEMATICAS,9,Semestral,2981177,3125000,41623055.97233567
MEDICINA,MEDICINA,12,Semestral,4928308,3500000,106206397.18062566
PSICOLOGIA,PSICOLOGIA,10,Semestral,2964097,2333333,48282016.765471354
PSICOLOGIA,PSICOLOGIA,10,Semestral,3603437,2333333,58696191.672310255
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,981000,3362637,15979456.288686706
ADMINISTRACION FINANCIERA,"GESTION FINANCIERA, ADMINISTRACION BANCARIA Y SEGUROS",10,Semestral,1299000,3141667,21159341.20183897
BIOLOGIA,BIOLOGIA,9,Semestral,1014000,3444444,14157421.299019938
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,919000,2958333,14969541.620084692
DERECHO,DERECHO,10,Semestral,1295000,2761905,21094185.416767873
INGENIERIA AGROECOLOGICA,AGROPECUARIO NO CLASIFICADO EN OTRA PARTE,10,Semestral,896000,3111111,14594895.85592588
INGENIERIA DE ALIMENTOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,887000,3809524,14448295.339515911
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,1232000,4157197,20067981.801898085
LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,10,Semestral,849000,3021412,13829315.381340483
LICENCIATURA EN EDUCACION FISICA DEPORTES Y RECREACION,CIENCIAS DE LA EDUCACION,10,Semestral,997000,3021412,16240079.428971097
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,10,Semestral,1299000,3021412,21159341.20183897
MEDICINA VETERINARIA Y ZOOTECNIA,VETERINARIA,10,Semestral,1178000,3555556,19188378.703438267
PSICOLOGIA,PSICOLOGIA,10,Semestral,1203000,2333333,19595602.360132627
QUIMICA,QUIMICA,9,Semestral,1001000,3305556,13975915.897750452
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,5665000,3362637,79094469.09166466
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,3907000,3362637,54549354.05845257
"ADMINISTRACION DE RIESGOS, SEGURIDAD Y SALUD EN EL TRABAJO",GESTION Y ADMINISTRACION,8,Semestral,5965000,3362637,70504173.77761409
BIOLOGIA APLICADA,BIOLOGIA,10,Semestral,6197000,3444444,100942600.02139808
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,3680000,2958333,51379990.51320846
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,5585000,2958333,77977512.77616012
DERECHO,DERECHO,10,Semestral,6450000,2761905,105063703.427145
DERECHO,DERECHO,10,Semestral,6450000,2761905,105063703.427145
ECONOMIA,ECONOMIA,9,Semestral,4608000,3262821,64336683.77306102
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,6630000,3809524,107995713.7553444
INGENIERIA BIOMEDICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,7235000,3809524,117850526.24734794
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,7571000,4076923,123323612.19332014
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,4396000,4076923,71606207.79313636
INGENIERIA EN MECATRONICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,8748000,3809524,142495701.95049062
INGENIERIA EN MULTIMEDIA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,7686000,4157197,125196841.01411419
INGENIERIA EN TELECOMUNICACIONES,ELECTRONICA Y AUTOMATIZACION,9,Semestral,7083000,4157197,98892519.78398247
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,7223000,3809524,100847193.3361154
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,5018000,3809524,70061084.89002176
INGENIERIA INFORMATICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,9,Semestral,4148000,3809524,57914184.958909966
MATEMATICAS APLICADAS Y COMPUTACIONALES,MATEMATICAS,9,Semestral,5665000,3125000,79094469.09166466
MEDICINA,MEDICINA,12,Semestral,18471000,3500000,398055146.37545717
RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS,CIENCIAS POLITICAS Y EDUCACION CIVICA,9,Semestral,5552000,3535088,77516768.2960145
RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS,CIENCIAS POLITICAS Y EDUCACION CIVICA,9,Semestral,8184000,3535088,114264631.0761136
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,961176,3362637,15656544.217874346
ADMINISTRACION TURISTICA,GESTION Y ADMINISTRACION,9,Semestral,961176,3362637,13419895.043892296
BIOLOGIA,BIOLOGIA,10,Semestral,961176,3444444,15656544.217874346
COMUNICACION SOCIAL Y PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",10,Semestral,1281568,3307292,20875392.29049913
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,2402940,2958333,39141360.54468586
DERECHO,DERECHO,10,Semestral,2883528,2761905,46969632.65362304
ENFERMERIA,MEDICINA,8,Semestral,961176,3500000,11360757.709115172
INGENIERIA AGROFORESTAL,SILVICULTURA,10,Semestral,961176,3500000,15656544.217874346
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,961176,3809524,15656544.217874346
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,961176,4076923,15656544.217874346
INGENIERIA DE TELECOMUNICACIONES E INFORMATICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,2883528,4157197,46969632.65362304
INGENIERIA INDUSTRIAL,INDUSTRIA Y PROCESAMIENTO NO CLASIFICADOS EN OTRA PARTE,10,Semestral,1281568,3444444,20875392.29049913
LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,10,Semestral,480588,3021412,7828272.108937173
LICENCIATURA EN EDUCACION ARTISTICA,FORMACION PARA DOCENTES CON ASIGNATURA DE ESPECIALIZACION,10,Semestral,480588,2901515,7828272.108937173
LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTES,CIENCIAS DE LA EDUCACION,10,Semestral,480588,3021412,7828272.108937173
LICENCIATURA EN LENGUAS MODERNAS CON ENFASIS EN INGLES,CIENCIAS DE LA EDUCACION,10,Semestral,480588,3021412,7828272.108937173
LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,10,Semestral,480588,3021412,7828272.108937173
LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,10,Semestral,480588,3021412,7828272.108937173
PSICOLOGIA,PSICOLOGIA,10,Semestral,2563136,2333333,41750784.58099826
TRABAJO SOCIAL,TRABAJO SOCIAL,10,Semestral,480588,3222222,7828272.108937173
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,9,Semestral,910000,3362637,12705378.088864047
BIOLOGIA,BIOLOGIA,10,Semestral,910000,3444444,14822941.103674723
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,9,Semestral,910000,2958333,12705378.088864047
ECONOMIA,ECONOMIA,10,Semestral,910000,3262821,14822941.103674723
ENFERMERIA,MEDICINA,9,Semestral,910000,3500000,12705378.088864047
FISIOTERAPIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",9,Semestral,910000,3333333,12705378.088864047
FONOAUDIOLOGIA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",9,Semestral,910000,3333333,12705378.088864047
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,910000,3809524,14822941.103674723
INGENIERIA AGRONOMICA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,910000,3391667,14822941.103674723
INGENIERIA AMBIENTAL,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,910000,3684524,14822941.103674723
INGENIERIA DE PROCESOS,INGENIERIA Y PROCESOS QUIMICOS,10,Semestral,910000,3726190,14822941.103674723
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,910000,4157197,14822941.103674723
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,910000,4157197,14822941.103674723
LICENCIATURA EN EDUCACION FISICA Y DEPORTE,CIENCIAS DE LA EDUCACION,10,Semestral,910000,3021412,14822941.103674723
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,10,Semestral,910000,3021412,14822941.103674723
LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,10,Semestral,910000,3021412,14822941.103674723
MEDICINA VETERINARIA Y ZOOTECNIA,VETERINARIA,10,Semestral,910000,3555556,14822941.103674723
MERCADEO,MERCADOTECNIA Y PUBLICIDAD,9,Semestral,910000,3579710,12705378.088864047
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,1320000,3362637,21501409.073462233
COMERCIO INTERNACIONAL,ECONOMIA,10,Semestral,1320000,3262821,21501409.073462233
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,1320000,2958333,21501409.073462233
DERECHO,DERECHO,10,Semestral,1320000,2761905,21501409.073462233
ECONOMIA,ECONOMIA,10,Semestral,1320000,3262821,21501409.073462233
ENFERMERIA,ENFERMERIA Y PARTERIA,9,Semestral,1320000,2666667,18429779.205824774
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,1320000,3809524,21501409.073462233
INGENIERIA AMBIENTAL Y SANITARIA,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,1320000,3684524,21501409.073462233
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,1320000,4157197,21501409.073462233
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,1320000,4157197,21501409.073462233
INSTRUMENTACION QUIRURGICA,SALUD NO CLASIFICADA EN OTRA PARTE,9,Semestral,1320000,3366667,18429779.205824774
LICENCIATURA EN ARTES,CIENCIAS DE LA EDUCACION,10,Semestral,792000,3021412,12900845.44407734
LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,CIENCIAS DE LA EDUCACION,10,Semestral,792000,3021412,12900845.44407734
"LICENCIATURA EN EDUCACION FISICA, RECREACION Y DEPORTES",CIENCIAS DE LA EDUCACION,10,Semestral,792000,3021412,12900845.44407734
LICENCIATURA EN ESPANOL E INGLES,CIENCIAS DE LA EDUCACION,10,Semestral,792000,3021412,12900845.44407734
LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,10,Semestral,792000,3021412,12900845.44407734
LICENCIATURA EN MATEMATICAS,CIENCIAS DE LA EDUCACION,10,Semestral,792000,3021412,12900845.44407734
MICROBIOLOGIA,MEDICINA,10,Semestral,1320000,3500000,21501409.073462233
MUSICA,MUSICA Y ARTES ESCENICAS,10,Semestral,1320000,3131173,21501409.073462233
PSICOLOGIA,PSICOLOGIA,10,Semestral,1320000,2333333,21501409.073462233
SOCIOLOGIA,"SOCIOLOGIA, ANTROPOLOGIA Y ESTUDIOS CULTURALES",10,Semestral,1320000,3611111,21501409.073462233
ADMINISTRACION DE EMPRESAS COMERCIALES,GESTION Y ADMINISTRACION,10,Semestral,2970000,3362637,48378170.41529003
ADMINISTRACION DE EMPRESAS COMERCIALES,GESTION Y ADMINISTRACION,10,Semestral,2857000,3362637,46537519.48703152
BACTERIOLOGIA Y LABORATORIO CLINICO,TECNOLOGIA DE DIAGNOSTICO Y TRATAMIENTO MEDICO,10,Semestral,2699000,3583333,43963865.97672316
CONSTRUCCI?N Y GESTI?N EN ARQUITECTURA,ARQUITECTURA Y URBANISMO,10,Semestral,2119000,3611111,34516277.141413994
DERECHO,DERECHO,10,Semestral,2711000,2761905,44159333.331936456
DISENO DIGITAL Y MULTIMEDIA,TECNICAS AUDIOVISUALES Y PRODUCCION PARA MEDIOS DE COMUNICACION,9,Semestral,2809000,3050926,39219128.62815287
ECONOMIA,ECONOMIA,8,Semestral,2802000,3262821,33118641.227975637
TRABAJO SOCIAL,TRABAJO SOCIAL,8,Semestral,1869000,3222222,22090913.79553407
TURISMO,GESTION Y ADMINISTRACION,8,Semestral,3003000,3362637,35494389.58158845
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,1320000,3362637,21501409.073462233
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,1320000,2958333,21501409.073462233
ECONOMIA,ECONOMIA,10,Semestral,1320000,3262821,21501409.073462233
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,1320000,3809524,21501409.073462233
INGENIERIA AMBIENTAL Y SANITARIA,TECNOLOGIA DE PROTECCION DEL MEDIO AMBIENTE,10,Semestral,1320000,3684524,21501409.073462233
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,1320000,4157197,21501409.073462233
ADMINISTRACION AMBIENTAL Y SANITARIA,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A SALUD Y BIENESTAR,10,Semestral,338398,3685606,5512146.839122328
ADMINISTRACION DE EMPRESAS,GESTION Y ADMINISTRACION,10,Semestral,540663,3362637,8806830.555973722
ADMINISTRACION EN SALUD,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A SALUD Y BIENESTAR,10,Semestral,363670,3685606,5923801.089201523
ANTROPOLOGIA,HISTORIA Y ARQUEOLOGIA,8,Semestral,696619,3333333,8233788.2703751465
ARCHIVISTICA,"BIBLIOTECOLOGIA, INFORMACION Y ARCHIVOLOGIA",8,Semestral,343612,2916667,4061371.35960998
ARTE DRAMATICO,MUSICA Y ARTES ESCENICAS,8,Semestral,684741,3131173,8093394.544284535
ARTE DRAMATICO,MUSICA Y ARTES ESCENICAS,8,Semestral,175488,3131173,2074205.6073572407
ARTES PLASTICAS,BELLAS ARTES,8,Semestral,822086,3068750,9716763.487702206
ASTRONOMIA,FISICA,10,Semestral,797313,3166667,12987388.615598027
BIBLIOTECOLOGIA,"BIBLIOTECOLOGIA, INFORMACION Y ARCHIVOLOGIA",8,Semestral,349712,2916667,4133471.1852668864
BIOINGENIERIA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,827919,3809524,13485928.10506953
BIOLOGIA,BIOLOGIA,10,Semestral,638103,3444444,10394025.48030566
CIENCIA POLITICA,CIENCIAS POLITICAS Y EDUCACION CIVICA,8,Semestral,590129,3535088,6975114.4287023675
CIENCIAS CULINARIAS,PROCESAMIENTO DE ALIMENTOS,9,Semestral,576357,3111111,8047069.889190567
COMUNICACION AUDIOVISUAL Y MULTIMEDIAL,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,844633,3307292,9983260.990831101
COMUNICACION SOCIAL ? PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,360174,3307292,4257128.2960902555
COMUNICACIONES,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,588445,3307292,6955210.148963641
CONTADURIA PUBLICA,CONTABILIDAD E IMPUESTOS,10,Semestral,349782,2958333,5697580.203434672
DERECHO,DERECHO,10,Semestral,600817,2761905,9786675.829765424
DESARROLLO TERRITORIAL,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO NO CLASIFICADAS EN OTRA PARTE,9,Semestral,427246,3466667,5965188.974675614
ECONOMIA,ECONOMIA,10,Semestral,547101,3262821,8911698.792045653
ENFERMERIA,ENFERMERIA Y PARTERIA,10,Semestral,397312,2666667,6471793.819541991
ENTRENAMIENTO DEPORTIVO,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A SERVICIOS,8,Semestral,585176,3111111,6916571.73419767
ESTADISTICA,ESTADISTICA,9,Semestral,591543,3625000,8259096.121781215
FILOLOGIA HISPANICA,LITERATURA Y LINGUISTICA,8,Semestral,670571,3138889,7925910.195176606
FILOSOFIA,FILOSOFIA Y ETICA,8,Semestral,776738,3023810,9180766.291982634
FISICA,FISICA,10,Semestral,684525,3166667,11150190.943948286
GERENCIA EN SISTEMAS DE INFORMACION EN SALUD,PROGRAMAS Y CERTIFICACIONES INTERDISCIPLINARIOS RELATIVOS A SALUD Y BIENESTAR,10,Semestral,401988,3685606,6547960.932290103
GESTION CULTURAL,"SOCIOLOGIA, ANTROPOLOGIA Y ESTUDIOS CULTURALES",8,Semestral,361407,3611111,4271701.916587791
GESTION EN ECOLOGIA Y TURISMO,MEDIO AMBIENTE NATURAL Y VIDA SILVESTRE,8,Semestral,519215,3000000,6136936.225975507
HISTORIA,CIENCIAS POLITICAS Y EDUCACION CIVICA,8,Semestral,506256,3535088,5983765.465207007
INGENIERIA AGROINDUSTRIAL,INGENIERIA Y PROCESOS QUIMICOS,10,Semestral,392897,3726190,6399878.121769766
INGENIERIA AGROPECUARIA,PRODUCCION AGRICOLA Y GANADERA,10,Semestral,244614,3391667,3984504.302345372
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,545792,3809524,8890376.561381137
INGENIERIA AMBIENTAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,270634,3809524,4408342.684232863
INGENIERIA BIOQUIMICA,INGENIERIA Y PROCESOS QUIMICOS,10,Semestral,379819,3726190,6186851.282479812
INGENIERIA CIVIL,CONSTRUCCION E INGENIERIA CIVIL,10,Semestral,498620,4076923,8121994.388037682
INGENIERIA DE ALIMENTOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,383706,3809524,6250166.416622652
INGENIERIA DE ALIMENTOS,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,339942,3809524,5537296.972159772
INGENIERIA DE MATERIALES,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,466327,3809524,7595975.446212442
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,572726,4157197,9329103.040157372
INGENIERIA DE SISTEMAS,ELECTRONICA Y AUTOMATIZACION,10,Semestral,364460,4157197,5936669.356753065
INGENIERIA DE TELECOMUNICACIONES,ELECTRONICA Y AUTOMATIZACION,10,Semestral,339265,4157197,5526269.355536489
INGENIERIA DE TELECOMUNICACIONES,ELECTRONICA Y AUTOMATIZACION,10,Semestral,429005,4157197,6988039.393606565
INGENIERIA ELECTRICA,ELECTRICIDAD Y ENERGIA,10,Semestral,489329,3857143,7970653.788263789
INGENIERIA ELECTRONICA,ELECTRONICA Y AUTOMATIZACION,10,Semestral,669917,4157197,10912242.016868636
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,585572,3809524,9538350.843913203
INGENIERIA INDUSTRIAL,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,318517,3809524,5188306.298372705
INGENIERIA MECANICA,MECANICA Y PROFESIONES AFINES A LA METALISTERIA,10,Semestral,676286,4138889,11015986.315648092
INGENIERIA OCEANOGRAFICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,268203,3809524,4368744.255855903
INGENIERIA QUIMICA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,602020,3809524,9806271.432125557
INGENIERIA SANITARIA,INGENIERIA Y PROFESIONES AFINES NO CLASIFICADAS EN OTRA PARTE,10,Semestral,455050,3809524,7412284.99915075
INGENIERIA URBANA,ARQUITECTURA Y URBANISMO,10,Semestral,371439,3611111,6050349.912755863
INSTRUMENTACION QUIRURGICA,SALUD NO CLASIFICADA EN OTRA PARTE,8,Semestral,461627,3366667,5456266.59320011
LICENCIATURA EN ARTES ESCENICAS,CIENCIAS DE LA EDUCACION,10,Semestral,347584,3021412,5661777.099538104
LICENCIATURA EN ARTES PLASTICAS,CIENCIAS DE LA EDUCACION,10,Semestral,441309,3021412,7188458.588485261
LICENCIATURA EN CIENCIAS NATURALES,FORMACION PARA DOCENTES CON ASIGNATURA DE ESPECIALIZACION,10,Semestral,313774,2901515,5111047.826224651
LICENCIATURA EN CIENCIAS SOCIALES,FORMACION PARA DOCENTES CON ASIGNATURA DE ESPECIALIZACION,10,Semestral,300371,2901515,4892727.07939767
LICENCIATURA EN DANZA,ARTESANIAS,10,Semestral,585921,3041667,9544035.686160656
LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,10,Semestral,289185,3021412,4710518.926446346
LICENCIATURA EN EDUCACION ESPECIAL,FORMACION PARA DOCENTES SIN ASIGNATURA DE ESPECIALIZACION,10,Semestral,348313,3381944,5673651.741367311
LICENCIATURA EN EDUCACION FISICA,CIENCIAS DE LA EDUCACION,10,Semestral,336885,3021412,5487501.663419185
LICENCIATURA EN EDUCACION INFANTIL,CIENCIAS DE LA EDUCACION,10,Semestral,364925,3021412,5944243.71676758
LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,10,Semestral,302653,3021412,4929898.454780731
LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,10,Semestral,446783,3021412,7277624.280355059
LICENCIATURA EN FISICA,FORMACION PARA DOCENTES CON ASIGNATURA DE ESPECIALIZACION,10,Semestral,299103,2901515,4872072.695530132
LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,FORMACION PARA DOCENTES CON ASIGNATURA DE ESPECIALIZACION,10,Semestral,322314,2901515,5250155.427351444
LICENCIATURA EN MATEMATICAS,FORMACION PARA DOCENTES CON ASIGNATURA DE ESPECIALIZACION,10,Semestral,359136,2901515,5849947.0068234345
LICENCIATURA EN MUSICA,CIENCIAS DE LA EDUCACION,10,Semestral,478050,3021412,7786930.763309562
LICENCIATURA EN PEDAGOGIA DE LA MADRE TIERRA,CIENCIAS DE LA EDUCACION,10,Semestral,139360,3021412,2270027.551877043
MATEMATICAS,MATEMATICAS,10,Semestral,475902,3125000,7751942.106726382
MATEMATICAS,MATEMATICAS,10,Semestral,306064,3125000,4985460.05050011
MEDICINA,MEDICINA,13,Semestral,1229416,3500000,30137213.937460035
MEDICINA VETERINARIA,VETERINARIA,10,Semestral,682960,3555556,11124698.743039219
MICROBIOLOG?A Y BIOAN?LISIS,TECNOLOGIA DE DIAGNOSTICO Y TRATAMIENTO MEDICO,10,Semestral,493132,3583333,8032600.650920135
MICROBIOLOGIA INDUSTRIAL Y AMBIENTAL,BIOLOGIA,10,Semestral,441839,3444444,7197091.730007182
MUSICA,MUSICA Y ARTES ESCENICAS,8,Semestral,606252,3131173,7165682.5416640565
MUSICA- CANTO,MUSICA Y ARTES ESCENICAS,8,Semestral,953276,3131173,11267382.525067702
NUTRICION Y DIETETICA,"FISIOTERAPIA, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL, NUTRICION Y AFINES",10,Semestral,606345,3333333,9876721.12473368
OCEANOGRAFIA,CIENCIAS DE LA TIERRA,8,Semestral,300229,2916667,3548599.7634667726
PEDAGOGIA,CIENCIAS DE LA EDUCACION,10,Semestral,374379,3021412,6098239.414783119
PEDAGOGIA EN RURALIDAD Y PAZ,CIENCIAS DE LA EDUCACION,9,Semestral,251323,3021412,3508960.1510193176
PERIODISMO,"PERIODISMO, COMUNICACION Y REPORTAJES",8,Semestral,738482,3307292,8728594.00832188
